user_id,date,chunkiduser
3154,2021-05-12,
3154,2021-05-13,
3154,2021-05-15,
3154,2021-05-16,
3154,2021-05-17,
3154,2021-05-19,
3154,2021-05-20,
3154,2021-05-21,
3154,2021-05-22,
3154,2021-05-24,
3154,2021-05-25,
3154,2021-05-26,
3154,2021-05-28,
3154,2021-05-31,
3154,2021-06-01,
3154,2021-06-02,
3154,2021-06-04,
3154,2021-06-05,
3154,2021-06-07,
3154,2021-06-08,
3154,2021-06-10,
3154,2021-06-13,
3154,2021-06-17,
3154,2021-06-18,
3154,2021-06-19,
3154,2021-06-20,
3154,2021-06-21,
3154,2021-06-22,
3154,2021-06-25,
3154,2021-06-26,
3154,2021-06-27,
3154,2021-06-29,
3154,2021-06-30,
3154,2021-07-02,
3154,2021-07-03,
3154,2021-07-05,
3154,2021-07-06,
3154,2021-07-17,
3154,2021-07-18,
3154,2021-08-11,
3154,2021-10-21,
3154,2021-10-22,
3154,2021-11-06,
3154,2021-11-25,
3154,2021-12-16,
3154,2022-01-11,
3154,2022-02-17,
3154,2022-03-08,
3154,2022-03-21,
3154,2022-04-08,
3154,2022-04-21,
3154,2022-04-22,
3154,2022-04-26,
3154,2022-05-11,
3154,2022-05-12,
3154,2022-05-23,
3154,2022-06-08,
3154,2022-07-25,
3154,2022-08-08,
3154,2022-08-15,
3154,2022-08-16,
3154,2022-08-17,
3154,2022-08-18,
3154,2022-08-19,
3154,2022-08-20,
3154,2022-08-21,
3154,2022-08-22,
3154,2022-08-23,
3154,2022-08-24,
3154,2022-08-25,
3154,2022-08-26,
3154,2022-08-27,
3154,2022-08-28,
3154,2022-08-29,
3154,2022-08-30,
3154,2022-08-31,
3154,2022-09-01,
3154,2022-09-02,
3154,2022-09-03,
3154,2022-09-04,
3154,2022-09-05,
3154,2022-09-07,
3154,2022-09-08,
3154,2022-09-11,
3154,2022-09-12,
3154,2022-09-13,
3154,2022-09-14,
3154,2022-09-15,
3154,2022-09-16,
3154,2022-09-19,
3154,2022-09-20,
3154,2022-09-21,
3154,2022-09-22,
3154,2022-09-23,
3154,2022-09-25,
3154,2022-09-26,
3154,2022-09-28,
3154,2022-10-01,
3154,2022-10-02,
3154,2022-10-03,
3154,2022-10-04,
3154,2022-10-05,
3154,2022-10-06,
3154,2022-10-07,
3154,2022-10-09,
3154,2022-10-11,
3154,2022-10-12,
3154,2022-10-17,
3154,2022-10-18,
3154,2022-10-19,
3154,2022-10-20,
3154,2022-10-21,
3154,2022-10-22,
3154,2022-10-23,
3154,2022-10-24,
3154,2022-10-25,
3154,2022-10-26,
3154,2022-10-27,
3154,2022-10-30,
3154,2022-11-01,
3154,2022-11-02,
3154,2022-11-03,
3154,2022-11-04,
3154,2022-11-05,
3154,2022-11-06,
3154,2022-11-07,
3154,2022-11-08,
3154,2022-11-09,
3154,2022-11-10,
3154,2022-11-11,
3154,2022-11-12,
3154,2022-11-13,
3154,2022-11-14,
3154,2022-11-15,
3154,2022-11-16,
3154,2022-11-17,
3154,2022-11-18,
3154,2022-11-19,
3154,2022-11-20,
3154,2022-11-21,
3154,2022-11-22,
3154,2022-11-25,
3154,2022-11-26,
3154,2022-11-27,
3154,2022-11-30,
3154,2022-12-01,
3154,2022-12-04,
3154,2022-12-07,
3154,2022-12-10,
3154,2022-12-20,
3154,2022-12-21,
3154,2023-01-04,
3154,2023-01-05,
3154,2023-01-06,
3154,2023-01-09,
3154,2023-01-10,
3154,2023-01-14,
3154,2023-01-15,
3154,2023-01-16,
3154,2023-01-19,chunk1
3154,2023-01-20,chunk1
3154,2023-01-21,chunk1
3154,2023-01-22,chunk1
3154,2023-01-23,chunk1
3154,2023-01-24,chunk1
3154,2023-01-25,chunk1
3154,2023-01-26,chunk1
3154,2023-01-27,chunk1
3154,2023-01-28,chunk1
3154,2023-01-29,chunk1
3154,2023-01-30,chunk1
3154,2023-01-31,chunk1
3154,2023-02-01,chunk1
3154,2023-02-02,chunk1
3154,2023-02-03,chunk1
3154,2023-02-04,chunk1
3154,2023-02-05,chunk1
3154,2023-02-06,chunk1
3154,2023-02-07,chunk1
3154,2023-02-08,chunk1
3154,2023-02-09,chunk1
3154,2023-02-10,chunk1
3154,2023-02-11,chunk1
3154,2023-02-12,chunk1
3154,2023-02-13,chunk1
3154,2023-02-14,chunk1
3154,2023-02-15,chunk1
3154,2023-02-16,chunk1
3154,2023-02-17,chunk1
3154,2023-02-18,chunk1
3154,2023-02-19,chunk1
3154,2023-02-20,chunk1
3154,2023-02-21,chunk1
3154,2023-02-22,chunk1
3154,2023-02-23,chunk1
3154,2023-02-24,chunk1
3154,2023-02-25,chunk1
3154,2023-02-26,chunk1
3154,2023-02-27,chunk1
3154,2023-02-28,chunk1
3154,2023-03-01,chunk1
3154,2023-03-02,chunk1
3154,2023-03-03,chunk1
3154,2023-03-04,chunk1
3154,2023-03-05,chunk1
3154,2023-03-06,chunk1
3154,2023-03-07,chunk1
3154,2023-03-08,chunk1
3154,2023-03-09,chunk1
3154,2023-03-10,chunk1
3154,2023-03-11,chunk1
3154,2023-03-12,chunk1
3154,2023-03-13,chunk1
3154,2023-03-14,chunk1
3154,2023-03-15,chunk1
3154,2023-03-16,chunk1
3154,2023-03-17,chunk1
3154,2023-03-18,chunk1
3154,2023-03-19,chunk1
3154,2023-03-20,chunk1
3154,2023-03-21,chunk1
3154,2023-03-22,chunk1
3154,2023-03-23,chunk1
3154,2023-03-24,chunk1
3154,2023-03-25,chunk1
3154,2023-03-26,chunk1
3154,2023-03-27,chunk1
3154,2023-03-28,chunk1
3154,2023-03-29,chunk1
3154,2023-03-30,chunk1
3154,2023-03-31,chunk1
3154,2023-04-01,chunk1
3154,2023-04-02,chunk1
3154,2023-04-03,chunk1
3154,2023-04-04,chunk1
3154,2023-04-05,chunk1
3154,2023-04-06,chunk1
3154,2023-04-07,chunk1
3154,2023-04-08,chunk1
3154,2023-04-09,chunk1
3154,2023-04-10,chunk1
3154,2023-04-11,chunk1
3154,2023-04-12,chunk1
3154,2023-04-13,chunk1
3154,2023-04-14,chunk1
3154,2023-04-15,chunk1
3154,2023-04-16,chunk1
3154,2023-04-17,chunk1
3154,2023-04-18,chunk1
3154,2023-04-19,chunk1
3154,2023-04-20,chunk1
3154,2023-04-21,chunk1
3154,2023-04-22,chunk1
3154,2023-04-23,chunk1
3154,2023-04-24,chunk1
3154,2023-04-25,chunk1
3154,2023-04-26,chunk1
3154,2023-04-27,chunk1
3154,2023-04-28,chunk1
3154,2023-04-29,chunk1
3154,2023-04-30,chunk1
3154,2023-05-01,chunk1
3154,2023-05-02,chunk1
3154,2023-05-03,chunk1
3154,2023-05-04,chunk1
3154,2023-05-05,chunk1
3154,2023-05-06,chunk1
3154,2023-05-07,chunk1
3154,2023-05-08,chunk1
3154,2023-05-09,chunk1
3154,2023-05-10,chunk1
3154,2023-05-11,chunk1
3154,2023-05-13,
3154,2023-05-14,
3154,2023-05-15,
3154,2023-05-16,
3154,2023-05-17,
3154,2023-05-18,
3154,2023-05-19,
3154,2023-05-20,
3154,2023-05-21,
3154,2023-05-22,
3154,2023-05-23,
3154,2023-05-24,
3154,2023-05-25,
3154,2023-05-26,
3154,2023-05-27,
3154,2023-05-28,
3154,2023-05-29,
3154,2023-05-30,
3154,2023-05-31,
3154,2023-06-01,
3154,2023-06-02,
3154,2023-06-03,
3154,2023-06-04,
3154,2023-06-05,
3154,2023-06-06,
3154,2023-06-07,
3154,2023-06-08,
3154,2023-06-09,
3154,2023-06-10,
3154,2023-06-11,
3154,2023-06-12,
3154,2023-06-13,
3154,2023-06-14,
3154,2023-06-15,
3154,2023-06-16,
3154,2023-06-17,
3154,2023-06-18,
3154,2023-06-19,
3154,2023-06-20,
3154,2023-06-21,
3154,2023-06-22,
3154,2023-06-23,
3154,2023-06-24,
3154,2023-06-25,
3154,2023-06-27,
3154,2023-06-28,
3154,2023-06-29,
3154,2023-06-30,
3154,2023-07-01,
3154,2023-07-02,
3154,2023-07-03,
3154,2023-07-04,
3154,2023-07-05,
3154,2023-07-06,
3154,2023-07-07,
3154,2023-07-08,
3154,2023-07-09,
3154,2023-07-10,
3154,2023-07-11,
3154,2023-07-12,
3154,2023-07-13,
3154,2023-07-15,
3154,2023-07-16,
3154,2023-07-18,
3154,2023-07-19,
3154,2023-07-20,
3154,2023-07-21,
3154,2023-07-22,
3154,2023-07-23,
3154,2023-07-24,
3154,2023-07-25,
3154,2023-07-26,
3154,2023-07-27,
3154,2023-07-28,
3154,2023-07-29,
3154,2023-07-30,
3154,2023-07-31,
3154,2023-08-02,
3154,2023-08-04,
3154,2023-08-05,
3154,2023-08-06,
3154,2023-08-07,
3154,2023-08-08,
3154,2023-08-09,
3154,2023-08-10,
3154,2023-08-11,
3154,2023-08-12,
3154,2023-08-13,
3154,2023-08-14,
3154,2023-08-15,
3154,2023-08-16,
3154,2023-08-17,
3154,2023-08-18,
3154,2023-08-19,
3154,2023-08-20,
3154,2023-08-21,
3154,2023-08-22,
3154,2023-08-23,
3154,2023-08-24,
3154,2023-08-25,
3154,2023-08-26,
3154,2023-08-27,
3154,2023-08-28,
3154,2023-08-29,
3154,2023-08-30,
3154,2023-08-31,
3154,2023-09-01,
3154,2023-09-02,
3154,2023-09-03,
3154,2023-09-04,
3154,2023-09-05,
3154,2023-09-07,
3154,2023-09-08,
3154,2023-09-10,
3154,2023-09-11,
3154,2023-09-13,
3154,2023-09-14,
3154,2023-09-15,
3154,2023-09-16,
3154,2023-09-17,
3154,2023-09-18,
3154,2023-09-19,
3154,2023-09-20,
3154,2023-09-21,
3154,2023-09-22,
3154,2023-09-23,
3154,2023-09-24,
3154,2023-09-25,
3154,2023-09-26,
3154,2023-09-27,
3154,2023-09-28,
3154,2023-09-30,
3154,2023-10-01,
3154,2023-10-02,
3154,2023-10-03,
3154,2023-10-04,
3154,2023-10-05,
3154,2023-10-06,
3154,2023-10-07,
3154,2023-10-08,
3154,2023-10-09,
3154,2023-10-10,
3154,2023-10-11,
3154,2023-10-12,
3154,2023-10-13,
3154,2023-10-14,
3154,2023-10-15,
3154,2023-10-16,
3154,2023-10-17,
3154,2023-10-18,
3154,2023-10-19,
3154,2023-10-20,
3154,2023-10-21,
3154,2023-10-22,
3154,2023-10-23,
3154,2023-10-24,
3154,2023-10-25,
3154,2023-10-26,
3154,2023-10-27,
3154,2023-10-28,
3154,2023-10-29,
3154,2023-10-30,
3154,2023-10-31,
3154,2023-11-01,
3154,2023-11-02,
3154,2023-11-03,
3154,2023-11-04,
3154,2023-11-05,
3154,2023-11-06,
3154,2023-11-07,
3154,2023-11-08,
3154,2023-11-09,
3154,2023-11-10,
3154,2023-11-11,
3154,2023-11-12,
3154,2023-11-13,
3154,2023-11-14,
3154,2023-11-15,
3154,2023-11-16,
3154,2023-11-17,
3154,2023-11-18,
3154,2023-11-19,
3154,2023-11-20,
3154,2023-11-21,
3154,2023-11-22,
3154,2023-11-23,
3154,2023-11-24,
3154,2023-11-25,
3154,2023-11-26,
3154,2023-11-27,
3154,2023-11-29,
3154,2023-11-30,
3154,2023-12-01,
3154,2023-12-02,
3154,2023-12-03,
3154,2023-12-04,
3154,2023-12-05,
3154,2023-12-06,
3154,2023-12-07,
3154,2023-12-08,
3154,2023-12-09,
3154,2023-12-10,
3154,2023-12-11,
3154,2023-12-12,
3154,2023-12-13,
3154,2023-12-14,
3154,2023-12-16,
3154,2023-12-17,
3154,2023-12-18,
3154,2023-12-19,
3154,2023-12-20,
3154,2023-12-21,
3154,2023-12-22,
3154,2023-12-23,
3154,2023-12-25,
3154,2023-12-26,
3154,2023-12-27,
3154,2023-12-28,
3154,2023-12-29,
3154,2023-12-30,
3154,2024-01-02,
3154,2024-01-03,
3154,2024-01-04,
3154,2024-01-05,
3154,2024-01-06,
3154,2024-01-07,
3154,2024-01-08,
3154,2024-01-09,
3154,2024-01-10,
3154,2024-01-11,
3154,2024-01-12,
3154,2024-01-13,
3154,2024-01-14,
3154,2024-01-15,
3154,2024-01-16,
3154,2024-01-17,
3154,2024-01-18,
3154,2024-01-19,
3154,2024-01-20,
3154,2024-01-21,
3154,2024-01-22,
3154,2024-01-23,
3154,2024-01-24,
3154,2024-01-25,
3154,2024-01-26,
3154,2024-01-27,
3154,2024-01-28,
3154,2024-01-29,
3154,2024-01-30,
3154,2024-01-31,
3154,2024-02-01,
3154,2024-02-02,
3154,2024-02-03,
3154,2024-02-04,
3154,2024-02-05,
3154,2024-02-06,
3154,2024-02-07,
3154,2024-02-08,
3154,2024-02-09,
3154,2024-02-10,
3154,2024-02-11,
3154,2024-02-12,
3154,2024-02-13,
3154,2024-02-14,
3154,2024-02-15,
3154,2024-02-17,
3154,2024-02-18,
3154,2024-02-19,
3154,2024-02-20,
3154,2024-02-21,
3154,2024-02-22,
3154,2024-02-23,
3154,2024-02-24,
3154,2024-02-25,
3154,2024-02-26,
3154,2024-02-27,
3154,2024-02-28,
3154,2024-02-29,
3154,2024-03-01,
3154,2024-03-02,
3154,2024-03-03,
3154,2024-03-04,
3154,2024-03-05,
3154,2024-03-06,
3154,2024-03-07,
3154,2024-03-08,
3154,2024-03-09,
3154,2024-03-10,
3154,2024-03-11,
3154,2024-03-13,
3154,2024-03-15,
3154,2024-03-16,
3154,2024-03-17,
3154,2024-03-18,
3154,2024-03-19,
3154,2036-02-07,
3181,2019-12-01,
3181,2019-12-03,
3181,2019-12-04,
3181,2019-12-05,
3181,2019-12-06,
3181,2019-12-07,
3181,2019-12-08,
3181,2019-12-09,
3181,2019-12-10,
3181,2019-12-11,
3181,2019-12-12,
3181,2019-12-13,
3181,2019-12-14,
3181,2019-12-15,
3181,2019-12-16,
3181,2019-12-17,
3181,2019-12-19,
3181,2019-12-20,
3181,2019-12-21,
3181,2019-12-22,
3181,2019-12-23,
3181,2019-12-24,
3181,2019-12-26,
3181,2019-12-27,
3181,2019-12-28,
3181,2019-12-29,
3181,2019-12-30,
3181,2019-12-31,
3181,2020-01-01,
3181,2020-01-02,
3181,2020-01-03,
3181,2020-01-04,
3181,2020-01-05,
3181,2020-01-07,
3181,2020-01-08,
3181,2020-01-09,
3181,2020-01-10,
3181,2020-01-11,
3181,2020-01-12,
3181,2020-01-13,
3181,2020-01-16,
3181,2020-01-17,
3181,2020-01-18,
3181,2020-01-19,
3181,2020-01-21,
3181,2020-01-24,
3181,2020-01-25,
3181,2020-01-26,
3181,2020-01-28,
3181,2020-01-30,
3181,2020-01-31,
3181,2020-02-01,
3181,2020-02-02,
3181,2020-02-03,
3181,2020-02-04,
3181,2020-02-05,
3181,2020-02-06,
3181,2020-02-08,
3181,2020-02-10,
3181,2020-02-11,
3181,2020-02-12,
3181,2020-02-13,
3181,2020-02-14,
3181,2020-02-15,
3181,2020-02-16,
3181,2020-02-17,
3181,2020-02-18,
3181,2020-02-19,
3181,2020-02-20,
3181,2020-02-26,
3181,2020-02-27,
3181,2020-02-29,
3181,2020-03-01,
3181,2020-03-02,
3181,2020-03-03,
3181,2020-03-04,
3181,2020-03-05,
3181,2020-03-06,
3181,2020-03-07,
3181,2020-03-09,
3181,2020-03-11,
3181,2020-03-12,
3181,2020-03-13,
3181,2020-03-15,
3181,2020-03-17,
3181,2020-03-18,
3181,2020-03-19,
3181,2020-03-20,
3181,2020-03-21,
3181,2020-03-22,
3181,2020-03-23,
3181,2020-03-24,
3181,2020-03-25,
3181,2020-03-26,
3181,2020-03-29,
3181,2020-03-30,
3181,2020-03-31,
3181,2020-04-01,
3181,2020-04-02,
3181,2020-04-03,
3181,2020-04-04,
3181,2020-04-05,
3181,2020-04-06,
3181,2020-04-07,
3181,2020-04-08,
3181,2020-04-09,
3181,2020-04-10,
3181,2020-04-11,
3181,2020-04-13,
3181,2020-04-14,
3181,2020-04-15,
3181,2020-04-16,
3181,2020-04-18,
3181,2020-04-19,
3181,2020-04-20,
3181,2020-04-21,
3181,2020-04-23,
3181,2020-04-27,
3181,2020-05-03,
3181,2020-05-04,
3181,2020-05-06,
3181,2020-05-07,
3181,2020-05-11,
3181,2020-05-12,
3181,2020-05-14,
3181,2020-05-19,
3181,2020-05-21,
3181,2020-05-22,
3181,2020-05-28,
3181,2020-05-30,
3181,2020-05-31,
3181,2020-07-31,
3181,2020-08-01,
3181,2020-08-03,
3181,2020-08-04,
3181,2020-08-05,
3181,2020-08-06,
3181,2020-08-07,
3181,2020-08-08,
3181,2020-08-09,
3181,2020-08-10,
3181,2020-08-13,
3181,2020-08-15,
3181,2020-08-16,
3181,2020-08-17,
3181,2020-08-18,
3181,2020-08-19,
3181,2020-08-20,
3181,2020-08-21,
3181,2020-08-22,
3181,2020-08-23,
3181,2020-08-25,
3181,2020-08-26,
3181,2020-08-27,
3181,2020-08-28,
3181,2020-09-02,
3181,2020-09-03,
3181,2020-09-04,
3181,2020-09-05,
3181,2020-09-06,
3181,2020-09-07,
3181,2020-09-08,
3181,2020-09-10,
3181,2020-09-11,
3181,2020-09-12,
3181,2020-09-13,
3181,2020-09-14,
3181,2020-09-15,
3181,2020-09-16,
3181,2020-09-18,
3181,2020-09-19,
3181,2020-09-21,
3181,2020-09-22,
3181,2020-09-23,
3181,2020-09-25,
3181,2020-09-26,
3181,2020-09-27,
3181,2020-09-28,
3181,2020-09-29,
3181,2020-09-30,
3181,2020-10-01,
3181,2020-10-02,
3181,2020-10-03,
3181,2020-10-04,
3181,2020-10-06,
3181,2020-10-07,
3181,2020-10-08,
3181,2020-10-09,
3181,2020-10-10,
3181,2020-10-11,
3181,2020-10-12,
3181,2020-10-13,
3181,2020-10-16,
3181,2020-10-17,
3181,2020-10-18,
3181,2020-10-19,
3181,2020-10-20,
3181,2020-10-21,
3181,2020-10-22,
3181,2020-10-23,
3181,2020-10-25,
3181,2020-10-26,
3181,2020-10-27,
3181,2020-10-28,
3181,2020-10-30,
3181,2020-10-31,
3181,2020-11-01,
3181,2020-11-02,
3181,2020-11-03,
3181,2020-11-05,
3181,2020-11-06,
3181,2020-11-07,
3181,2020-11-08,
3181,2020-11-09,
3181,2020-11-10,
3181,2020-11-12,
3181,2020-11-13,
3181,2020-11-14,
3181,2020-11-15,
3181,2020-11-16,
3181,2020-11-17,
3181,2020-11-18,
3181,2020-11-19,
3181,2020-11-21,
3181,2020-11-22,
3181,2020-11-23,
3181,2020-11-25,
3181,2020-11-26,
3181,2020-11-27,
3181,2020-11-28,
3181,2020-11-29,
3181,2020-11-30,
3181,2020-12-01,
3181,2020-12-02,
3181,2020-12-03,
3181,2020-12-04,
3181,2020-12-05,
3181,2020-12-06,
3181,2020-12-09,
3181,2020-12-10,
3181,2020-12-11,
3181,2020-12-13,
3181,2020-12-14,
3181,2020-12-15,
3181,2020-12-16,
3181,2020-12-18,
3181,2020-12-19,
3181,2020-12-20,
3181,2020-12-21,
3181,2020-12-23,
3181,2020-12-24,
