user_id,date,chunkiduser,moisture_cheek,moisture_forearm,moisture_forehead,shininess_cheek,shininess_forehead,evenness_cheek,evenness_forearm,evenness_red_cheek,evenness_red_forearm,evenness_red_forehead,ita_cheek,ita_forearm,ita_forehead,melanin_cheek,melanin_forearm,melanin_forehead,vessels_den_cheek,vessels_den_forearm,vessels_den_forehead,skin_texture_cheek,skin_texture_forearm,skin_texture_forehead,fine_lines_cheek,fine_lines_forearm,fine_lines_forehead,deep_lines_forehead,cheek_age_dif,forearm_age_dif,forehead_age_dif,G_porph_L_MEAN_cheek,G_porph_L_MEAN_forehead,G_porph_NUMBER_cheek,G_porph_NUMBER_forehead,R_porph_L_MEAN_cheek,R_porph_L_MEAN_forehead,R_porph_NUMBER_cheek,R_porph_NUMBER_forehead,Y_porph_L_MEAN_cheek,Y_porph_L_MEAN_forehead,Y_porph_NUMBER_cheek,Y_porph_NUMBER_forehead,redness_cheek,redness_forearm,redness_forehead
3181,2023-04-25,chunk2,66.0,80.0,81.0,44.0,77.0,29.0,30.0,96.0,90.0,65.0,-21.0,9.0,-24.0,38.0,19.0,42.0,2.0,1.0,8.0,44.0,13.0,52.0,0.0,0.0,0.0,5.0,-30.0,-8.0,7.0,17.0,15.0,29.0,12.0,17.0,14.0,30.0,117.0,18.0,14.0,2.0,4.0,37.0,-7.0,49.0
3181,2023-04-26,chunk2,62.0,61.0,59.0,53.0,86.0,29.0,25.0,91.0,80.0,50.0,-31.0,-6.0,-38.0,28.0,15.0,24.0,2.0,1.0,6.0,29.0,13.0,29.0,0.0,0.0,0.0,7.0,3.0,-12.0,1.0,17.0,14.0,23.0,8.0,16.0,13.0,23.0,95.0,18.0,14.0,3.0,4.0,47.0,8.0,71.0
3181,2023-04-27,chunk2,79.0,72.0,87.0,29.0,20.0,38.0,31.0,96.0,85.0,61.0,-20.0,3.0,-31.0,32.0,17.0,25.0,1.0,1.0,4.0,35.0,25.0,76.0,0.0,6.0,0.0,2.0,-17.0,-10.0,7.0,17.0,14.0,11.0,3.0,16.0,14.0,12.0,27.0,17.0,14.0,2.0,1.0,30.0,-0.0,58.0
3181,2023-04-28,chunk2,63.0,67.0,70.0,52.0,82.0,16.0,45.0,88.0,81.0,49.0,-24.0,-2.0,-39.0,30.0,17.0,29.0,6.0,0.0,8.0,39.0,17.0,38.0,0.0,1.0,0.0,3.0,3.0,-20.0,2.0,15.0,11.0,12.0,6.0,15.0,12.0,19.0,32.0,15.0,10.0,3.0,2.0,48.0,-5.0,75.0
3181,2023-04-30,chunk2,63.0,63.0,62.0,49.0,93.0,34.0,24.0,97.0,89.0,62.0,-20.0,12.0,-27.0,40.0,15.0,43.0,3.0,1.0,6.0,41.0,8.0,29.0,0.0,0.0,0.0,8.0,-27.0,-13.0,6.0,18.0,15.0,27.0,9.0,17.0,15.0,33.0,90.0,18.0,14.0,3.0,3.0,34.0,-7.0,53.0
3181,2023-05-05,chunk2,62.0,79.0,82.0,41.0,75.0,20.0,26.0,93.0,90.0,60.0,-29.0,7.0,-40.0,35.0,12.0,37.0,4.0,1.0,7.0,40.0,18.0,53.0,0.0,0.0,0.0,3.0,5.0,-3.0,2.0,18.0,14.0,50.0,26.0,17.0,14.0,60.0,177.0,18.0,14.0,7.0,19.0,43.0,-9.0,73.0
3181,2023-05-13,chunk2,69.0,78.0,83.0,63.0,68.0,29.0,24.0,93.0,91.0,67.0,-29.0,7.0,-32.0,31.0,14.0,34.0,4.0,0.0,5.0,39.0,12.0,51.0,0.0,1.0,0.0,9.0,-3.0,-10.0,-4.0,18.0,15.0,46.0,19.0,17.0,14.0,35.0,110.0,21.0,14.0,5.0,9.0,40.0,-14.0,46.0
3181,2023-05-17,chunk2,57.0,60.0,60.0,54.0,85.0,16.0,24.0,93.0,85.0,57.0,-24.0,-1.0,-35.0,35.0,16.0,36.0,4.0,0.0,6.0,34.0,17.0,44.0,0.0,0.0,0.0,3.0,0.0,-14.0,4.0,19.0,16.0,58.0,22.0,18.0,14.0,42.0,88.0,20.0,16.0,7.0,6.0,38.0,-8.0,75.0
3181,2023-05-18,chunk2,52.0,55.0,59.0,40.0,73.0,20.0,24.0,89.0,82.0,61.0,-28.0,-3.0,-39.0,35.0,13.0,36.0,8.0,2.0,5.0,54.0,8.0,67.0,0.0,0.0,0.0,9.0,-2.0,-6.0,2.0,15.0,12.0,19.0,4.0,14.0,12.0,63.0,80.0,18.0,14.0,1.0,1.0,52.0,0.0,84.0
3181,2023-05-20,chunk2,49.0,54.0,57.0,43.0,88.0,15.0,24.0,94.0,88.0,65.0,-21.0,4.0,-28.0,40.0,16.0,38.0,5.0,0.0,5.0,45.0,23.0,48.0,0.0,0.0,0.0,1.0,-2.0,-11.0,10.0,18.0,17.0,94.0,103.0,17.0,16.0,41.0,157.0,19.0,17.0,15.0,49.0,31.0,-8.0,47.0
3181,2023-05-21,chunk2,59.0,78.0,79.0,45.0,72.0,23.0,24.0,92.0,88.0,64.0,-26.0,7.0,-37.0,34.0,12.0,38.0,7.0,0.0,5.0,43.0,22.0,64.0,0.0,2.0,0.0,4.0,1.0,-6.0,5.0,19.0,15.0,73.0,40.0,18.0,15.0,52.0,135.0,19.0,15.0,11.0,15.0,39.0,-13.0,60.0
3181,2023-05-23,chunk2,60.0,71.0,74.0,38.0,93.0,19.0,36.0,93.0,79.0,68.0,-26.0,-11.0,-28.0,36.0,19.0,44.0,4.0,0.0,4.0,44.0,23.0,39.0,0.0,4.0,0.0,11.0,-3.0,-8.0,-2.0,17.0,15.0,70.0,37.0,16.0,14.0,34.0,67.0,17.0,15.0,9.0,12.0,45.0,-4.0,51.0
3181,2023-05-24,chunk2,62.0,76.0,80.0,58.0,89.0,23.0,24.0,89.0,88.0,56.0,-26.0,7.0,-40.0,37.0,14.0,36.0,5.0,1.0,8.0,41.0,4.0,53.0,0.0,0.0,0.0,2.0,-1.0,-4.0,0.0,18.0,14.0,53.0,10.0,17.0,13.0,60.0,119.0,19.0,15.0,17.0,6.0,48.0,-2.0,85.0
3181,2023-05-26,chunk2,54.0,53.0,50.0,45.0,90.0,24.0,24.0,91.0,84.0,61.0,-28.0,4.0,-25.0,27.0,8.0,23.0,2.0,1.0,2.0,49.0,20.0,48.0,0.0,16.0,0.0,0.0,-18.0,-3.0,2.0,17.0,17.0,57.0,58.0,18.0,16.0,39.0,178.0,17.0,17.0,5.0,33.0,41.0,-8.0,45.0
3181,2023-05-27,chunk2,54.0,57.0,59.0,55.0,94.0,25.0,35.0,93.0,74.0,57.0,-26.0,-10.0,-35.0,30.0,16.0,30.0,1.0,1.0,6.0,48.0,19.0,64.0,0.0,0.0,0.0,1.0,-31.0,-9.0,2.0,17.0,16.0,43.0,41.0,17.0,15.0,22.0,71.0,17.0,17.0,8.0,17.0,36.0,10.0,57.0
3181,2023-06-01,chunk2,53.0,56.0,50.0,54.0,100.0,26.0,24.0,92.0,86.0,62.0,-30.0,6.0,-32.0,26.0,13.0,24.0,2.0,1.0,3.0,37.0,10.0,26.0,0.0,0.0,0.0,0.0,-5.0,-12.0,2.0,17.0,16.0,59.0,83.0,17.0,17.0,50.0,166.0,20.0,17.0,8.0,41.0,36.0,-4.0,44.0
3181,2023-06-02,chunk2,55.0,55.0,57.0,48.0,100.0,28.0,24.0,94.0,90.0,69.0,-27.0,10.0,-27.0,28.0,14.0,33.0,2.0,0.0,2.0,39.0,11.0,32.0,0.0,0.0,0.0,0.0,-8.0,-9.0,0.0,18.0,16.0,57.0,74.0,18.0,16.0,39.0,93.0,19.0,17.0,8.0,32.0,34.0,-8.0,40.0
3181,2023-06-05,chunk2,55.0,62.0,61.0,58.0,93.0,16.0,24.0,91.0,85.0,56.0,-30.0,1.0,-34.0,32.0,9.0,27.0,6.0,0.0,5.0,49.0,11.0,52.0,0.0,0.0,0.0,1.0,2.0,-5.0,-1.0,18.0,16.0,54.0,134.0,19.0,16.0,36.0,130.0,21.0,17.0,7.0,57.0,46.0,3.0,58.0
3181,2023-06-08,chunk2,71.0,95.0,83.0,46.0,61.0,24.0,48.0,93.0,79.0,66.0,-22.0,-3.0,-31.0,36.0,20.0,36.0,4.0,1.0,5.0,51.0,15.0,42.0,0.0,0.0,0.0,7.0,-2.0,-2.0,7.0,17.0,14.0,49.0,11.0,17.0,14.0,35.0,48.0,17.0,14.0,8.0,3.0,35.0,-2.0,51.0
3181,2023-06-09,chunk2,59.0,73.0,73.0,54.0,81.0,12.0,25.0,99.0,89.0,71.0,-20.0,5.0,-27.0,47.0,16.0,47.0,5.0,0.0,3.0,46.0,0.0,45.0,0.0,0.0,0.0,1.0,-12.0,-11.0,5.0,18.0,16.0,39.0,25.0,18.0,16.0,8.0,22.0,18.0,18.0,3.0,8.0,30.0,-10.0,52.0
3181,2023-06-11,chunk2,64.0,72.0,72.0,62.0,100.0,22.0,24.0,95.0,82.0,59.0,-23.0,-2.0,-32.0,40.0,15.0,37.0,4.0,1.0,6.0,34.0,9.0,24.0,0.0,0.0,0.0,1.0,3.0,-13.0,-3.0,17.0,14.0,33.0,48.0,17.0,13.0,22.0,76.0,17.0,13.0,8.0,21.0,39.0,-3.0,63.0
3181,2023-06-14,chunk2,73.0,82.0,83.0,52.0,67.0,21.0,24.0,94.0,88.0,68.0,-23.0,1.0,-33.0,42.0,21.0,47.0,5.0,0.0,2.0,61.0,14.0,67.0,0.0,0.0,0.0,2.0,2.0,-9.0,-1.0,18.0,15.0,58.0,12.0,17.0,15.0,45.0,44.0,18.0,15.0,15.0,6.0,44.0,-5.0,71.0
3181,2023-06-15,chunk2,60.0,61.0,61.0,48.0,66.0,22.0,28.0,99.0,82.0,69.0,-19.0,-4.0,-25.0,45.0,17.0,41.0,2.0,0.0,3.0,39.0,19.0,36.0,0.0,0.0,0.0,2.0,-27.0,-9.0,-18.0,18.0,16.0,59.0,61.0,18.0,15.0,5.0,31.0,18.0,16.0,2.0,13.0,30.0,-2.0,42.0
3181,2023-06-16,chunk2,53.0,48.0,59.0,55.0,75.0,25.0,24.0,92.0,83.0,63.0,-27.0,1.0,-30.0,33.0,10.0,34.0,2.0,1.0,3.0,47.0,21.0,60.0,0.0,6.0,0.0,6.0,-26.0,-11.0,-6.0,18.0,15.0,51.0,40.0,17.0,14.0,16.0,44.0,18.0,15.0,5.0,12.0,44.0,3.0,62.0
3181,2023-06-17,chunk2,62.0,71.0,72.0,51.0,81.0,23.0,29.0,94.0,82.0,57.0,-26.0,-1.0,-35.0,35.0,15.0,31.0,1.0,1.0,5.0,38.0,9.0,38.0,0.0,0.0,0.0,2.0,-2.0,-14.0,1.0,19.0,15.0,49.0,41.0,18.0,15.0,34.0,101.0,19.0,15.0,9.0,13.0,39.0,-5.0,64.0
3181,2023-06-21,chunk2,65.0,71.0,85.0,54.0,77.0,25.0,47.0,91.0,84.0,63.0,-26.0,5.0,-27.0,43.0,13.0,40.0,4.0,1.0,5.0,42.0,18.0,44.0,0.0,10.0,0.0,1.0,0.0,-8.0,5.0,18.0,15.0,30.0,16.0,17.0,15.0,26.0,63.0,17.0,17.0,3.0,5.0,55.0,-5.0,63.0
3181,2023-06-22,chunk2,65.0,69.0,71.0,54.0,87.0,22.0,35.0,93.0,79.0,58.0,-25.0,-9.0,-30.0,41.0,18.0,33.0,4.0,0.0,8.0,35.0,20.0,31.0,0.0,9.0,0.0,7.0,-1.0,-16.0,2.0,18.0,16.0,52.0,59.0,17.0,16.0,44.0,105.0,18.0,16.0,5.0,31.0,38.0,4.0,45.0
3181,2023-06-25,chunk2,53.0,52.0,52.0,48.0,97.0,26.0,24.0,90.0,84.0,62.0,-29.0,1.0,-29.0,29.0,16.0,27.0,1.0,1.0,3.0,39.0,18.0,38.0,0.0,0.0,0.0,1.0,-28.0,-12.0,-4.0,17.0,17.0,37.0,42.0,18.0,17.0,25.0,65.0,19.0,18.0,6.0,12.0,40.0,2.0,34.0
3181,2023-06-26,chunk2,50.0,47.0,49.0,41.0,91.0,25.0,24.0,87.0,88.0,67.0,-31.0,8.0,-25.0,27.0,13.0,27.0,2.0,1.0,4.0,33.0,22.0,13.0,0.0,0.0,0.0,1.0,-20.0,-17.0,2.0,18.0,17.0,33.0,42.0,17.0,16.0,50.0,169.0,18.0,17.0,7.0,22.0,55.0,-1.0,42.0
3181,2023-07-20,chunk2,73.0,77.0,79.0,60.0,92.0,21.0,24.0,89.0,88.0,55.0,-27.0,5.0,-40.0,25.0,11.0,21.0,6.0,0.0,6.0,36.0,13.0,6.0,0.0,0.0,0.0,1.0,2.0,-11.0,-2.0,17.0,15.0,39.0,27.0,16.0,15.0,64.0,97.0,18.0,16.0,9.0,9.0,41.0,-8.0,52.0
3181,2023-07-21,chunk2,75.0,68.0,72.0,52.0,76.0,26.0,32.0,93.0,88.0,53.0,-25.0,5.0,-40.0,29.0,18.0,25.0,1.0,0.0,6.0,32.0,20.0,44.0,0.0,11.0,0.0,2.0,5.0,-8.0,-3.0,18.0,16.0,68.0,39.0,18.0,15.0,36.0,100.0,18.0,16.0,12.0,20.0,35.0,-12.0,61.0
3181,2023-07-22,chunk2,80.0,75.0,80.0,43.0,89.0,14.0,24.0,92.0,89.0,64.0,-25.0,9.0,-25.0,31.0,13.0,29.0,3.0,0.0,3.0,46.0,1.0,44.0,0.0,4.0,0.0,0.0,-24.0,-8.0,-3.0,16.0,15.0,54.0,30.0,16.0,15.0,43.0,122.0,15.0,15.0,6.0,13.0,39.0,-10.0,42.0
3181,2023-07-23,chunk2,80.0,74.0,85.0,63.0,84.0,24.0,25.0,94.0,83.0,72.0,-24.0,2.0,-23.0,30.0,17.0,25.0,2.0,0.0,3.0,28.0,14.0,25.0,0.0,0.0,0.0,0.0,1.0,-21.0,2.0,18.0,17.0,61.0,89.0,18.0,17.0,23.0,104.0,17.0,17.0,4.0,38.0,31.0,-1.0,28.0
3181,2023-07-28,chunk2,72.0,68.0,72.0,35.0,85.0,20.0,24.0,94.0,90.0,72.0,-21.0,11.0,-23.0,25.0,13.0,29.0,1.0,0.0,3.0,39.0,21.0,43.0,0.0,0.0,0.0,0.0,-6.0,-19.0,2.0,19.0,16.0,67.0,55.0,17.0,16.0,22.0,139.0,19.0,17.0,5.0,34.0,21.0,-9.0,28.0
3181,2023-07-29,chunk2,71.0,68.0,72.0,46.0,72.0,26.0,44.0,85.0,83.0,65.0,-26.0,8.0,-27.0,18.0,15.0,22.0,6.0,2.0,3.0,36.0,18.0,66.0,0.0,0.0,0.0,2.0,-7.0,-16.0,-1.0,18.0,16.0,57.0,36.0,18.0,15.0,83.0,179.0,18.0,15.0,12.0,23.0,38.0,1.0,37.0
3191,2020-10-04,chunk1,96.0,93.0,83.0,53.0,57.0,63.0,34.0,84.0,93.0,79.0,35.0,36.0,11.0,27.0,27.0,46.0,5.0,0.0,6.0,33.0,19.0,75.0,0.0,0.0,1.0,1.0,-5.0,3.0,-6.0,27.0,19.0,11.0,10.0,29.0,20.0,27.0,156.0,25.0,20.0,1.0,5.0,27.0,5.0,40.0
3191,2020-10-30,chunk1,84.0,76.0,88.0,38.0,66.0,70.0,46.0,86.0,93.0,72.0,32.0,36.0,14.0,28.0,28.0,48.0,2.0,0.0,4.0,33.0,21.0,46.0,0.0,1.0,0.0,0.0,-8.0,3.0,-11.0,27.0,21.0,20.0,83.0,28.0,21.0,15.0,145.0,0.0,21.0,0.0,35.0,28.0,9.0,49.0
3191,2020-11-01,chunk1,99.0,79.0,89.0,36.0,39.0,64.0,37.0,87.0,91.0,78.0,35.0,34.0,15.0,28.0,26.0,41.0,4.0,0.0,6.0,37.0,28.0,56.0,0.0,0.0,1.0,1.0,-3.0,1.0,-1.0,27.0,20.0,16.0,13.0,28.0,21.0,24.0,171.0,27.0,17.0,1.0,4.0,17.0,15.0,42.0
3191,2020-11-02,chunk1,93.0,73.0,85.0,18.0,44.0,61.0,33.0,85.0,93.0,79.0,34.0,36.0,16.0,27.0,27.0,46.0,3.0,0.0,3.0,35.0,38.0,50.0,0.0,18.0,6.0,1.0,-1.0,7.0,-8.0,25.0,22.0,24.0,47.0,29.0,22.0,25.0,140.0,25.0,22.0,4.0,19.0,23.0,11.0,41.0
3191,2020-11-03,chunk1,74.0,74.0,77.0,31.0,37.0,70.0,33.0,79.0,89.0,83.0,33.0,34.0,16.0,25.0,27.0,44.0,6.0,0.0,2.0,35.0,29.0,64.0,0.0,0.0,6.0,1.0,-10.0,5.0,0.0,23.0,21.0,7.0,24.0,27.0,20.0,19.0,157.0,0.0,20.0,0.0,9.0,32.0,16.0,35.0
3191,2020-11-04,chunk1,62.0,85.0,77.0,37.0,69.0,71.0,47.0,84.0,86.0,68.0,37.0,32.0,14.0,25.0,25.0,39.0,2.0,0.0,8.0,32.0,25.0,34.0,0.0,1.0,0.0,0.0,-13.0,1.0,-16.0,25.0,20.0,10.0,13.0,29.0,20.0,16.0,161.0,18.0,22.0,1.0,4.0,24.0,22.0,56.0
3191,2020-11-05,chunk1,76.0,78.0,74.0,45.0,57.0,63.0,44.0,83.0,92.0,73.0,34.0,33.0,15.0,28.0,30.0,41.0,4.0,0.0,7.0,34.0,23.0,53.0,0.0,1.0,0.0,0.0,-8.0,1.0,-7.0,22.0,19.0,11.0,5.0,24.0,20.0,25.0,154.0,19.0,16.0,3.0,2.0,27.0,11.0,48.0
3191,2020-11-06,chunk1,72.0,77.0,72.0,26.0,40.0,54.0,31.0,84.0,89.0,76.0,34.0,31.0,14.0,27.0,29.0,45.0,2.0,0.0,4.0,28.0,23.0,52.0,0.0,2.0,0.0,0.0,-2.0,4.0,-11.0,23.0,20.0,9.0,9.0,26.0,20.0,17.0,165.0,19.0,0.0,3.0,0.0,26.0,15.0,45.0
3191,2020-11-07,chunk1,61.0,76.0,62.0,20.0,33.0,46.0,42.0,88.0,92.0,80.0,28.0,33.0,16.0,32.0,25.0,45.0,2.0,0.0,6.0,42.0,24.0,50.0,0.0,8.0,0.0,1.0,0.0,6.0,-5.0,24.0,19.0,13.0,25.0,28.0,21.0,18.0,130.0,27.0,19.0,3.0,9.0,25.0,17.0,43.0
3191,2020-11-08,chunk1,81.0,74.0,71.0,10.0,49.0,60.0,39.0,86.0,91.0,76.0,32.0,36.0,15.0,27.0,27.0,41.0,3.0,0.0,5.0,31.0,26.0,43.0,0.0,0.0,1.0,1.0,-3.0,3.0,-9.0,22.0,21.0,13.0,7.0,32.0,21.0,11.0,121.0,0.0,23.0,0.0,2.0,25.0,11.0,46.0
3191,2020-11-09,chunk1,64.0,70.0,60.0,27.0,53.0,47.0,48.0,88.0,92.0,74.0,30.0,34.0,13.0,31.0,26.0,45.0,4.0,0.0,7.0,40.0,23.0,37.0,0.0,0.0,2.0,2.0,2.0,2.0,6.0,25.0,20.0,17.0,15.0,34.0,20.0,8.0,152.0,0.0,20.0,0.0,10.0,23.0,12.0,48.0
3191,2020-11-10,chunk1,57.0,70.0,63.0,17.0,46.0,23.0,45.0,86.0,93.0,66.0,28.0,37.0,12.0,33.0,24.0,41.0,4.0,0.0,8.0,38.0,24.0,55.0,0.0,0.0,0.0,0.0,-7.0,-2.0,-5.0,25.0,21.0,9.0,12.0,30.0,21.0,13.0,115.0,0.0,23.0,0.0,3.0,26.0,9.0,55.0
3191,2020-11-11,chunk1,66.0,65.0,59.0,39.0,55.0,69.0,45.0,84.0,91.0,60.0,33.0,36.0,12.0,28.0,24.0,43.0,5.0,0.0,9.0,28.0,30.0,40.0,0.0,0.0,0.0,0.0,-5.0,2.0,-15.0,27.0,20.0,17.0,10.0,29.0,21.0,14.0,129.0,26.0,22.0,3.0,4.0,27.0,12.0,53.0
3191,2020-11-12,chunk1,61.0,68.0,55.0,27.0,55.0,59.0,42.0,79.0,91.0,63.0,29.0,38.0,11.0,25.0,22.0,37.0,4.0,0.0,9.0,35.0,19.0,41.0,0.0,0.0,0.0,0.0,-11.0,3.0,-15.0,24.0,18.0,14.0,15.0,30.0,21.0,20.0,148.0,24.0,18.0,3.0,5.0,37.0,13.0,55.0
3191,2020-11-13,chunk1,56.0,70.0,66.0,29.0,47.0,53.0,40.0,88.0,90.0,83.0,34.0,35.0,18.0,29.0,23.0,39.0,2.0,0.0,4.0,29.0,22.0,44.0,0.0,0.0,0.0,3.0,-8.0,1.0,2.0,24.0,21.0,14.0,15.0,30.0,21.0,5.0,164.0,0.0,20.0,0.0,6.0,21.0,15.0,37.0
3191,2020-11-15,chunk1,83.0,73.0,82.0,51.0,56.0,74.0,34.0,82.0,90.0,64.0,35.0,35.0,13.0,25.0,25.0,42.0,5.0,0.0,10.0,38.0,23.0,50.0,0.0,0.0,0.0,0.0,-7.0,2.0,-12.0,24.0,20.0,22.0,15.0,29.0,21.0,22.0,152.0,15.0,21.0,2.0,8.0,26.0,14.0,54.0
3191,2020-11-16,chunk1,88.0,85.0,89.0,24.0,41.0,50.0,38.0,88.0,91.0,76.0,31.0,34.0,16.0,31.0,29.0,42.0,4.0,0.0,4.0,48.0,25.0,49.0,0.0,0.0,0.0,1.0,-5.0,3.0,-8.0,28.0,21.0,20.0,56.0,34.0,22.0,8.0,172.0,0.0,19.0,0.0,24.0,25.0,11.0,47.0
3191,2020-11-17,chunk1,87.0,79.0,87.0,45.0,54.0,66.0,43.0,80.0,91.0,69.0,37.0,35.0,12.0,24.0,27.0,41.0,2.0,0.0,6.0,37.0,25.0,60.0,0.0,5.0,0.0,0.0,-5.0,1.0,-15.0,29.0,21.0,21.0,40.0,31.0,21.0,25.0,165.0,24.0,19.0,2.0,15.0,28.0,16.0,53.0
3191,2020-11-18,chunk1,99.0,84.0,92.0,26.0,44.0,60.0,44.0,88.0,86.0,78.0,33.0,30.0,17.0,26.0,29.0,42.0,4.0,0.0,4.0,39.0,24.0,44.0,0.0,1.0,1.0,0.0,-3.0,2.0,-2.0,29.0,21.0,11.0,12.0,33.0,22.0,8.0,127.0,35.0,20.0,1.0,4.0,25.0,19.0,42.0
3191,2020-11-19,chunk1,80.0,75.0,79.0,33.0,58.0,41.0,38.0,84.0,90.0,78.0,33.0,34.0,16.0,24.0,26.0,41.0,4.0,0.0,3.0,31.0,22.0,51.0,0.0,8.0,0.0,0.0,-3.0,5.0,-2.0,27.0,20.0,13.0,8.0,32.0,21.0,22.0,126.0,29.0,23.0,1.0,1.0,29.0,16.0,41.0
3191,2020-11-20,chunk1,89.0,95.0,96.0,30.0,48.0,70.0,43.0,87.0,90.0,59.0,29.0,34.0,11.0,29.0,24.0,37.0,2.0,0.0,12.0,39.0,22.0,52.0,0.0,0.0,2.0,1.0,-4.0,5.0,0.0,26.0,16.0,9.0,3.0,27.0,18.0,11.0,103.0,31.0,0.0,1.0,0.0,29.0,17.0,60.0
